時刻,水位_水位,水位_差分,水位_source_file,ダム_60分雨量,ダム_累加雨量,ダム_貯水位,ダム_貯水率,ダム_流入量,ダム_全放流量,ダム_調整流量,ダム_source_file
2023/06/01 00:10,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.32,92.70,9.65,9.70,0.05,dam_20230601-20230701.csv
2023/06/01 00:20,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.32,92.70,9.69,9.52,-0.17,dam_20230601-20230701.csv
2023/06/01 00:30,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.32,92.70,9.73,9.72,-0.01,dam_20230601-20230701.csv
2023/06/01 00:40,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.32,92.70,9.75,10.19,0.44,dam_20230601-20230701.csv
2023/06/01 00:50,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.32,92.70,9.79,9.98,0.19,dam_20230601-20230701.csv
2023/06/01 01:00,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.32,92.70,9.83,8.93,-0.90,dam_20230601-20230701.csv
2023/06/01 01:10,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.32,92.70,9.79,9.43,-0.36,dam_20230601-20230701.csv
2023/06/01 01:20,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.32,92.70,9.73,9.80,0.07,dam_20230601-20230701.csv
2023/06/01 01:30,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.32,92.70,9.76,10.24,0.48,dam_20230601-20230701.csv
2023/06/01 01:40,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.32,92.70,9.81,10.06,0.25,dam_20230601-20230701.csv
2023/06/01 01:50,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.32,92.70,9.81,9.75,-0.06,dam_20230601-20230701.csv
2023/06/01 02:00,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.32,92.70,9.77,9.85,0.08,dam_20230601-20230701.csv
2023/06/01 02:10,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.32,92.70,9.79,7.99,-1.80,dam_20230601-20230701.csv
2023/06/01 02:20,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,7.19,10.39,3.20,dam_20230601-20230701.csv
2023/06/01 02:30,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,3.16,8.38,5.22,dam_20230601-20230701.csv
2023/06/01 02:40,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,3.02,9.19,6.17,dam_20230601-20230701.csv
2023/06/01 02:50,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,3.03,10.59,7.56,dam_20230601-20230701.csv
2023/06/01 03:00,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,3.07,10.13,7.06,dam_20230601-20230701.csv
2023/06/01 03:10,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,3.10,9.66,6.56,dam_20230601-20230701.csv
2023/06/01 03:20,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,5.81,7.99,2.18,dam_20230601-20230701.csv
2023/06/01 03:30,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.89,10.79,0.90,dam_20230601-20230701.csv
2023/06/01 03:40,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,10.07,10.53,0.46,dam_20230601-20230701.csv
2023/06/01 03:50,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,10.03,8.22,-1.81,dam_20230601-20230701.csv
2023/06/01 04:00,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.89,9.88,-0.01,dam_20230601-20230701.csv
2023/06/01 04:10,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.85,9.40,-0.45,dam_20230601-20230701.csv
2023/06/01 04:20,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.71,9.61,-0.10,dam_20230601-20230701.csv
2023/06/01 04:30,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.62,10.12,0.50,dam_20230601-20230701.csv
2023/06/01 04:40,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.54,9.40,-0.14,dam_20230601-20230701.csv
2023/06/01 04:50,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.56,9.83,0.27,dam_20230601-20230701.csv
2023/06/01 05:00,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.66,9.83,0.17,dam_20230601-20230701.csv
2023/06/01 05:10,2.58,0.00,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.66,9.66,0.00,dam_20230601-20230701.csv
2023/06/01 05:20,2.61,0.03,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.69,9.33,-0.36,dam_20230601-20230701.csv
2023/06/01 05:30,2.62,0.01,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.68,9.78,0.10,dam_20230601-20230701.csv
2023/06/01 05:40,2.63,0.01,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.67,9.40,-0.27,dam_20230601-20230701.csv
2023/06/01 05:50,2.65,0.02,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.65,9.85,0.20,dam_20230601-20230701.csv
2023/06/01 06:00,2.66,0.01,water_20230601-20230701.csv,0.00,0.00,38.31,92.60,9.64,9.45,-0.19,dam_20230601-20230701.csv
2023/06/01 06:10,2.66,0.00,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,5.02,10.06,5.04,dam_20230601-20230701.csv
2023/06/01 06:20,2.67,0.01,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,3.06,9.38,6.32,dam_20230601-20230701.csv
2023/06/01 06:30,2.68,0.01,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,3.06,9.58,6.52,dam_20230601-20230701.csv
2023/06/01 06:40,2.68,0.00,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,3.06,9.44,6.38,dam_20230601-20230701.csv
2023/06/01 06:50,2.68,0.00,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,3.05,9.59,6.54,dam_20230601-20230701.csv
2023/06/01 07:00,2.69,0.01,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,3.04,10.10,7.06,dam_20230601-20230701.csv
2023/06/01 07:10,2.69,0.00,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,7.65,9.88,2.23,dam_20230601-20230701.csv
2023/06/01 07:20,2.69,0.00,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,9.64,9.35,-0.29,dam_20230601-20230701.csv
2023/06/01 07:30,2.70,0.01,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,9.64,9.60,-0.04,dam_20230601-20230701.csv
2023/06/01 07:40,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,9.65,9.47,-0.18,dam_20230601-20230701.csv
2023/06/01 07:50,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,9.67,9.74,0.07,dam_20230601-20230701.csv
2023/06/01 08:00,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,9.69,9.85,0.16,dam_20230601-20230701.csv
2023/06/01 08:10,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,9.69,10.09,0.40,dam_20230601-20230701.csv
2023/06/01 08:20,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,9.69,10.08,0.39,dam_20230601-20230701.csv
2023/06/01 08:30,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,9.67,9.28,-0.39,dam_20230601-20230701.csv
2023/06/01 08:40,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.30,92.50,9.60,9.26,-0.34,dam_20230601-20230701.csv
2023/06/01 08:50,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,8.17,8.85,0.68,dam_20230601-20230701.csv
2023/06/01 09:00,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,2.89,10.23,7.34,dam_20230601-20230701.csv
2023/06/01 09:10,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,2.90,9.26,6.36,dam_20230601-20230701.csv
2023/06/01 09:20,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,2.87,9.31,6.44,dam_20230601-20230701.csv
2023/06/01 09:30,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,2.83,9.26,6.43,dam_20230601-20230701.csv
2023/06/01 09:40,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,2.91,8.51,5.60,dam_20230601-20230701.csv
2023/06/01 09:50,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,4.28,9.66,5.38,dam_20230601-20230701.csv
2023/06/01 10:00,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.52,9.64,0.12,dam_20230601-20230701.csv
2023/06/01 10:10,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.49,9.39,-0.10,dam_20230601-20230701.csv
2023/06/01 10:20,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.50,9.41,-0.09,dam_20230601-20230701.csv
2023/06/01 10:30,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.58,9.90,0.32,dam_20230601-20230701.csv
2023/06/01 10:40,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.53,8.29,-1.24,dam_20230601-20230701.csv
2023/06/01 10:50,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.54,10.37,0.83,dam_20230601-20230701.csv
2023/06/01 11:00,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.54,9.92,0.38,dam_20230601-20230701.csv
2023/06/01 11:10,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.49,9.80,0.31,dam_20230601-20230701.csv
2023/06/01 11:20,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.53,10.13,0.60,dam_20230601-20230701.csv
2023/06/01 11:30,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.55,9.86,0.31,dam_20230601-20230701.csv
2023/06/01 11:40,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.56,8.18,-1.38,dam_20230601-20230701.csv
2023/06/01 11:50,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.58,9.34,-0.24,dam_20230601-20230701.csv
2023/06/01 12:00,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.60,9.45,-0.15,dam_20230601-20230701.csv
2023/06/01 12:10,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.29,92.40,9.67,9.54,-0.13,dam_20230601-20230701.csv
2023/06/01 12:20,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,7.05,10.00,2.95,dam_20230601-20230701.csv
2023/06/01 12:30,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,3.14,9.62,6.48,dam_20230601-20230701.csv
2023/06/01 12:40,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,3.15,9.97,6.82,dam_20230601-20230701.csv
2023/06/01 12:50,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,3.18,7.98,4.80,dam_20230601-20230701.csv
2023/06/01 13:00,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,3.14,9.41,6.27,dam_20230601-20230701.csv
2023/06/01 13:10,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,3.11,10.33,7.22,dam_20230601-20230701.csv
2023/06/01 13:20,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,5.71,10.31,4.60,dam_20230601-20230701.csv
2023/06/01 13:30,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,9.54,7.43,-2.11,dam_20230601-20230701.csv
2023/06/01 13:40,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,9.45,9.22,-0.23,dam_20230601-20230701.csv
2023/06/01 13:50,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,9.43,9.52,0.09,dam_20230601-20230701.csv
2023/06/01 14:00,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,9.46,9.57,0.11,dam_20230601-20230701.csv
2023/06/01 14:10,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,9.47,9.78,0.31,dam_20230601-20230701.csv
2023/06/01 14:20,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,9.49,10.01,0.52,dam_20230601-20230701.csv
2023/06/01 14:30,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,9.55,9.51,-0.04,dam_20230601-20230701.csv
2023/06/01 14:40,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,9.64,9.62,-0.02,dam_20230601-20230701.csv
2023/06/01 14:50,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,9.68,9.88,0.20,dam_20230601-20230701.csv
2023/06/01 15:00,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,9.69,9.82,0.13,dam_20230601-20230701.csv
2023/06/01 15:10,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,9.70,9.33,-0.37,dam_20230601-20230701.csv
2023/06/01 15:20,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,9.67,10.11,0.44,dam_20230601-20230701.csv
2023/06/01 15:30,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.28,92.30,9.68,9.27,-0.41,dam_20230601-20230701.csv
2023/06/01 15:40,2.70,0.00,water_20230601-20230701.csv,0.00,0.00,38.27,92.20,3.20,11.40,8.20,dam_20230601-20230701.csv
2023/06/01 15:50,2.71,0.01,water_20230601-20230701.csv,2.00,2.00,38.27,92.20,3.44,13.03,9.59,dam_20230601-20230701.csv
2023/06/01 16:00,2.71,0.00,water_20230601-20230701.csv,2.00,2.00,38.28,92.30,5.92,13.46,7.54,dam_20230601-20230701.csv
2023/06/01 16:10,2.71,0.00,water_20230601-20230701.csv,3.00,3.00,38.27,92.20,9.14,13.30,4.16,dam_20230601-20230701.csv
2023/06/01 16:20,2.71,0.00,water_20230601-20230701.csv,3.00,3.00,38.27,92.20,5.25,13.43,8.18,dam_20230601-20230701.csv
2023/06/01 16:30,2.71,0.00,water_20230601-20230701.csv,3.00,3.00,38.27,92.20,5.86,13.45,7.59,dam_20230601-20230701.csv
2023/06/01 16:40,2.71,0.00,water_20230601-20230701.csv,3.00,3.00,38.27,92.20,12.95,13.30,0.35,dam_20230601-20230701.csv
2023/06/01 16:50,2.71,0.00,water_20230601-20230701.csv,1.00,3.00,38.27,92.20,13.31,13.23,-0.08,dam_20230601-20230701.csv
2023/06/01 17:00,2.71,0.00,water_20230601-20230701.csv,1.00,3.00,38.27,92.20,11.46,13.41,1.95,dam_20230601-20230701.csv
2023/06/01 17:10,2.71,0.00,water_20230601-20230701.csv,0.00,3.00,38.27,92.20,8.87,13.50,4.63,dam_20230601-20230701.csv
2023/06/01 17:20,2.71,0.00,water_20230601-20230701.csv,0.00,3.00,38.27,92.20,13.40,13.46,0.06,dam_20230601-20230701.csv
2023/06/01 17:30,2.71,0.00,water_20230601-20230701.csv,0.00,3.00,38.27,92.20,13.40,13.50,0.10,dam_20230601-20230701.csv
2023/06/01 17:40,2.72,0.01,water_20230601-20230701.csv,0.00,3.00,38.26,92.10,11.48,13.50,2.02,dam_20230601-20230701.csv
2023/06/01 17:50,2.60,-0.12,water_20230601-20230701.csv,0.00,3.00,38.26,92.10,6.96,13.38,6.42,dam_20230601-20230701.csv
2023/06/01 18:00,2.56,-0.04,water_20230601-20230701.csv,0.00,3.00,38.26,92.10,6.96,13.23,6.27,dam_20230601-20230701.csv
2023/06/01 18:10,2.53,-0.03,water_20230601-20230701.csv,0.00,3.00,38.26,92.10,6.97,13.50,6.53,dam_20230601-20230701.csv
2023/06/01 18:20,2.50,-0.03,water_20230601-20230701.csv,0.00,3.00,38.26,92.10,6.96,13.28,6.32,dam_20230601-20230701.csv
2023/06/01 18:30,2.49,-0.01,water_20230601-20230701.csv,0.00,3.00,38.26,92.10,6.96,13.50,6.54,dam_20230601-20230701.csv
2023/06/01 18:40,2.47,-0.02,water_20230601-20230701.csv,0.00,3.00,38.26,92.10,8.90,13.50,4.60,dam_20230601-20230701.csv
2023/06/01 18:50,2.46,-0.01,water_20230601-20230701.csv,0.00,3.00,38.26,92.10,13.43,13.38,-0.05,dam_20230601-20230701.csv
2023/06/01 19:00,2.46,0.00,water_20230601-20230701.csv,0.00,3.00,38.26,92.10,13.43,13.40,-0.03,dam_20230601-20230701.csv
2023/06/01 19:10,2.45,-0.01,water_20230601-20230701.csv,0.00,3.00,38.25,92.00,6.96,13.47,6.51,dam_20230601-20230701.csv
2023/06/01 19:20,2.45,0.00,water_20230601-20230701.csv,0.00,3.00,38.25,92.00,6.97,13.38,6.41,dam_20230601-20230701.csv
2023/06/01 19:30,2.44,-0.01,water_20230601-20230701.csv,0.00,3.00,38.25,92.00,6.98,13.47,6.49,dam_20230601-20230701.csv
2023/06/01 19:40,2.44,0.00,water_20230601-20230701.csv,0.00,3.00,38.25,92.00,6.98,13.41,6.43,dam_20230601-20230701.csv
2023/06/01 19:50,2.44,0.00,water_20230601-20230701.csv,0.00,3.00,38.25,92.00,6.98,13.50,6.52,dam_20230601-20230701.csv
2023/06/01 20:00,2.44,0.00,water_20230601-20230701.csv,0.00,3.00,38.25,92.00,6.99,13.39,6.40,dam_20230601-20230701.csv
2023/06/01 20:10,2.44,0.00,water_20230601-20230701.csv,0.00,3.00,38.25,92.00,13.46,13.49,0.03,dam_20230601-20230701.csv
2023/06/01 20:20,2.44,0.00,water_20230601-20230701.csv,0.00,3.00,38.25,92.00,13.46,13.49,0.03,dam_20230601-20230701.csv
2023/06/01 20:30,2.43,-0.01,water_20230601-20230701.csv,0.00,3.00,38.25,92.00,13.46,13.50,0.04,dam_20230601-20230701.csv
2023/06/01 20:40,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.24,91.90,10.22,13.48,3.26,dam_20230601-20230701.csv
2023/06/01 20:50,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.24,91.90,6.98,13.32,6.34,dam_20230601-20230701.csv
2023/06/01 21:00,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.24,91.90,6.97,13.49,6.52,dam_20230601-20230701.csv
2023/06/01 21:10,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.24,91.90,6.98,13.33,6.35,dam_20230601-20230701.csv
2023/06/01 21:20,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.24,91.90,6.97,13.50,6.53,dam_20230601-20230701.csv
2023/06/01 21:30,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.24,91.90,6.97,13.46,6.49,dam_20230601-20230701.csv
2023/06/01 21:40,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.24,91.90,10.21,13.47,3.26,dam_20230601-20230701.csv
2023/06/01 21:50,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.24,91.90,13.44,13.49,0.05,dam_20230601-20230701.csv
2023/06/01 22:00,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.24,91.90,13.44,13.50,0.06,dam_20230601-20230701.csv
2023/06/01 22:10,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.24,91.90,13.44,13.50,0.06,dam_20230601-20230701.csv
2023/06/01 22:20,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.23,91.80,12.16,13.43,1.27,dam_20230601-20230701.csv
2023/06/01 22:30,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.23,91.80,6.98,13.28,6.30,dam_20230601-20230701.csv
2023/06/01 22:40,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.23,91.80,6.97,13.44,6.47,dam_20230601-20230701.csv
2023/06/01 22:50,2.43,0.00,water_20230601-20230701.csv,0.00,3.00,38.23,91.80,6.98,13.50,6.52,dam_20230601-20230701.csv
2023/06/01 23:00,2.43,0.00,water_20230601-20230701.csv,0.00,0.00,38.23,91.80,6.98,13.43,6.45,dam_20230601-20230701.csv
2023/06/01 23:10,2.43,0.00,water_20230601-20230701.csv,0.00,0.00,38.23,91.80,6.98,13.36,6.38,dam_20230601-20230701.csv
2023/06/01 23:20,2.43,0.00,water_20230601-20230701.csv,0.00,0.00,38.23,91.80,8.27,13.47,5.20,dam_20230601-20230701.csv
2023/06/01 23:30,2.43,0.00,water_20230601-20230701.csv,0.00,0.00,38.23,91.80,13.45,13.50,0.05,dam_20230601-20230701.csv
2023/06/01 23:40,2.43,0.00,water_20230601-20230701.csv,1.00,1.00,38.22,91.70,8.93,13.51,4.58,dam_20230601-20230701.csv
2023/06/01 23:50,2.43,0.00,water_20230601-20230701.csv,1.00,1.00,38.22,91.70,6.98,13.38,6.40,dam_20230601-20230701.csv
2023/06/02 00:00,2.43,0.00,water_20230601-20230701.csv,1.00,1.00,38.22,91.70,6.97,13.38,6.41,dam_20230601-20230701.csv
2023/06/02 00:10,2.43,0.00,water_20230601-20230701.csv,1.00,1.00,38.22,91.70,6.97,13.43,6.46,dam_20230601-20230701.csv
2023/06/02 00:20,2.43,0.00,water_20230601-20230701.csv,1.00,1.00,38.22,91.70,6.97,13.45,6.48,dam_20230601-20230701.csv
2023/06/02 00:30,2.43,0.00,water_20230601-20230701.csv,1.00,1.00,38.22,91.70,6.98,13.47,6.49,dam_20230601-20230701.csv
2023/06/02 00:40,2.43,0.00,water_20230601-20230701.csv,0.00,1.00,38.22,91.70,11.51,13.51,2.00,dam_20230601-20230701.csv
2023/06/02 00:50,2.43,0.00,water_20230601-20230701.csv,0.00,1.00,38.22,91.70,13.45,13.50,0.05,dam_20230601-20230701.csv
2023/06/02 01:00,2.43,0.00,water_20230601-20230701.csv,0.00,1.00,38.21,91.60,10.87,13.51,2.64,dam_20230601-20230701.csv
2023/06/02 01:10,2.43,0.00,water_20230601-20230701.csv,0.00,1.00,38.21,91.60,6.98,13.50,6.52,dam_20230601-20230701.csv
2023/06/02 01:20,2.43,0.00,water_20230601-20230701.csv,0.00,1.00,38.21,91.60,6.98,13.50,6.52,dam_20230601-20230701.csv
2023/06/02 01:30,2.43,0.00,water_20230601-20230701.csv,0.00,1.00,38.21,91.60,6.97,13.51,6.54,dam_20230601-20230701.csv
2023/06/02 01:40,2.43,0.00,water_20230601-20230701.csv,0.00,1.00,38.21,91.60,6.97,13.35,6.38,dam_20230601-20230701.csv
2023/06/02 01:50,2.43,0.00,water_20230601-20230701.csv,1.00,2.00,38.21,91.60,6.97,13.50,6.53,dam_20230601-20230701.csv
2023/06/02 02:00,2.43,0.00,water_20230601-20230701.csv,2.00,3.00,38.21,91.60,9.56,13.44,3.88,dam_20230601-20230701.csv
2023/06/02 02:10,2.43,0.00,water_20230601-20230701.csv,3.00,4.00,38.21,91.60,13.45,13.47,0.02,dam_20230601-20230701.csv
2023/06/02 02:20,2.43,0.00,water_20230601-20230701.csv,4.00,5.00,38.21,91.60,13.45,13.32,-0.13,dam_20230601-20230701.csv
2023/06/02 02:30,2.43,0.00,water_20230601-20230701.csv,5.00,6.00,38.21,91.60,13.45,13.51,0.06,dam_20230601-20230701.csv
2023/06/02 02:40,2.44,0.01,water_20230601-20230701.csv,8.00,9.00,38.21,91.60,13.44,13.42,-0.02,dam_20230601-20230701.csv
2023/06/02 02:50,2.44,0.00,water_20230601-20230701.csv,9.00,11.00,38.21,91.60,13.44,13.51,0.07,dam_20230601-20230701.csv
2023/06/02 03:00,2.44,0.00,water_20230601-20230701.csv,10.00,13.00,38.21,91.60,13.44,13.28,-0.16,dam_20230601-20230701.csv
2023/06/02 03:10,2.44,0.00,water_20230601-20230701.csv,11.00,15.00,38.21,91.60,13.43,13.51,0.08,dam_20230601-20230701.csv
2023/06/02 03:20,2.45,0.01,water_20230601-20230701.csv,12.00,17.00,38.21,91.60,13.43,13.48,0.05,dam_20230601-20230701.csv
2023/06/02 03:30,2.45,0.00,water_20230601-20230701.csv,12.00,18.00,38.21,91.60,13.44,13.50,0.06,dam_20230601-20230701.csv
2023/06/02 03:40,2.46,0.01,water_20230601-20230701.csv,10.00,19.00,38.21,91.60,13.44,13.41,-0.03,dam_20230601-20230701.csv
2023/06/02 03:50,2.46,0.00,water_20230601-20230701.csv,8.00,19.00,38.22,91.70,19.92,13.04,-6.88,dam_20230601-20230701.csv
2023/06/02 04:00,2.47,0.01,water_20230601-20230701.csv,6.00,19.00,38.22,91.70,19.91,13.41,-6.50,dam_20230601-20230701.csv
2023/06/02 04:10,2.47,0.00,water_20230601-20230701.csv,4.00,19.00,38.22,91.70,20.29,19.55,-0.74,dam_20230601-20230701.csv
2023/06/02 04:20,2.48,0.01,water_20230601-20230701.csv,2.00,19.00,38.22,91.70,21.33,19.91,-1.42,dam_20230601-20230701.csv
2023/06/02 04:30,2.48,0.00,water_20230601-20230701.csv,1.00,19.00,38.22,91.70,22.40,19.91,-2.49,dam_20230601-20230701.csv
2023/06/02 04:40,2.48,0.00,water_20230601-20230701.csv,0.00,19.00,38.22,91.70,23.46,19.58,-3.88,dam_20230601-20230701.csv
2023/06/02 04:50,2.49,0.01,water_20230601-20230701.csv,0.00,19.00,38.22,91.70,18.04,19.89,1.85,dam_20230601-20230701.csv
2023/06/02 05:00,2.49,0.00,water_20230601-20230701.csv,0.00,19.00,38.22,91.70,19.12,19.91,0.79,dam_20230601-20230701.csv
2023/06/02 05:10,2.49,0.00,water_20230601-20230701.csv,0.00,19.00,38.22,91.70,19.80,19.77,-0.03,dam_20230601-20230701.csv
2023/06/02 05:20,2.49,0.00,water_20230601-20230701.csv,0.00,19.00,38.23,91.80,21.76,19.84,-1.92,dam_20230601-20230701.csv
2023/06/02 05:30,2.50,0.01,water_20230601-20230701.csv,0.00,19.00,38.23,91.80,26.28,19.71,-6.57,dam_20230601-20230701.csv
2023/06/02 05:40,2.50,0.00,water_20230601-20230701.csv,0.00,19.00,38.23,91.80,26.28,19.82,-6.46,dam_20230601-20230701.csv
2023/06/02 05:50,2.51,0.01,water_20230601-20230701.csv,0.00,19.00,38.23,91.80,26.28,19.84,-6.44,dam_20230601-20230701.csv
2023/06/02 06:00,2.51,0.00,water_20230601-20230701.csv,0.00,19.00,38.23,91.80,26.27,19.76,-6.51,dam_20230601-20230701.csv
2023/06/02 06:10,2.53,0.02,water_20230601-20230701.csv,0.00,19.00,38.23,91.80,26.28,19.69,-6.59,dam_20230601-20230701.csv
2023/06/02 06:20,2.59,0.06,water_20230601-20230701.csv,0.00,19.00,38.23,91.80,24.32,19.89,-4.43,dam_20230601-20230701.csv
2023/06/02 06:30,2.62,0.03,water_20230601-20230701.csv,0.00,19.00,38.23,91.80,19.78,19.90,0.12,dam_20230601-20230701.csv
2023/06/02 06:40,2.64,0.02,water_20230601-20230701.csv,0.00,19.00,38.23,91.80,19.78,19.69,-0.09,dam_20230601-20230701.csv
2023/06/02 06:50,2.65,0.01,water_20230601-20230701.csv,0.00,19.00,38.23,91.80,19.77,19.79,0.02,dam_20230601-20230701.csv
2023/06/02 07:00,2.66,0.01,water_20230601-20230701.csv,0.00,19.00,38.23,91.80,19.77,19.90,0.13,dam_20230601-20230701.csv
2023/06/02 07:10,2.67,0.01,water_20230601-20230701.csv,0.00,19.00,38.24,91.90,22.36,19.84,-2.52,dam_20230601-20230701.csv
